topic_id,source,n,mean_v_score,max_v_score,pct_valid_all_8,pct_pass_v1,pct_pass_v2,pct_pass_v3,pct_pass_v4,pct_pass_v5,pct_pass_v6,pct_pass_v7,pct_pass_v8
T01,human,10,4.4,8,20.0,60.0,60.0,40.0,20.0,70.0,60.0,70.0,60.0
T02,human,10,2.5,8,20.0,50.0,30.0,30.0,30.0,30.0,20.0,30.0,30.0
T03,ai,30,5.642857142857143,8,46.666666666666664,53.57142857142857,53.57142857142857,60.71428571428571,57.14285714285714,96.42857142857143,89.28571428571429,100.0,53.57142857142857
T03,human,10,4.444444444444445,8,20.0,66.66666666666666,55.55555555555556,44.44444444444444,22.22222222222222,77.77777777777779,44.44444444444444,77.77777777777779,55.55555555555556
T04,human,10,5.0,8,20.0,87.5,75.0,50.0,25.0,75.0,37.5,75.0,75.0
T05,ai,30,6.678571428571429,8,60.0,64.28571428571429,78.57142857142857,82.14285714285714,82.14285714285714,92.85714285714286,92.85714285714286,100.0,75.0
T05,human,10,5.8,8,20.0,80.0,80.0,60.0,50.0,90.0,50.0,90.0,80.0
T06,human,10,4.888888888888889,8,20.0,77.77777777777779,77.77777777777779,44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,77.77777777777779,66.66666666666666
T07,human,10,4.2,8,10.0,60.0,50.0,50.0,20.0,80.0,30.0,90.0,40.0
T08,human,10,3.4,8,0.0,50.0,40.0,30.0,40.0,50.0,20.0,70.0,40.0
T09,human,10,5.9,8,40.0,80.0,80.0,70.0,40.0,90.0,50.0,100.0,80.0
T10,ai,30,6.321428571428571,8,56.666666666666664,67.85714285714286,75.0,67.85714285714286,67.85714285714286,89.28571428571429,89.28571428571429,100.0,75.0
T10,human,10,6.7,8,30.0,100.0,100.0,70.0,50.0,90.0,60.0,100.0,100.0
T11,human,10,2.7,8,20.0,60.0,30.0,20.0,20.0,30.0,30.0,50.0,30.0
T12,ai,30,5.9655172413793105,8,46.666666666666664,48.275862068965516,55.172413793103445,68.96551724137932,68.96551724137932,100.0,100.0,100.0,55.172413793103445
T12,human,10,4.111111111111111,8,10.0,88.88888888888889,66.66666666666666,33.33333333333333,11.11111111111111,55.55555555555556,44.44444444444444,55.55555555555556,55.55555555555556
