topic_id,source,n,mean_v_score,max_v_score,pct_valid_all_8,pct_pass_v1,pct_pass_v2,pct_pass_v3,pct_pass_v4,pct_pass_v5,pct_pass_v6,pct_pass_v7,pct_pass_v8
T01,human,10,4.1,8,20.0,60.0,60.0,40.0,20.0,70.0,40.0,70.0,50.0
T02,human,10,3.3333333333333335,8,10.0,66.66666666666666,44.44444444444444,33.33333333333333,22.22222222222222,44.44444444444444,22.22222222222222,55.55555555555556,44.44444444444444
T03,ai,30,7.466666666666667,8,63.33333333333333,100.0,100.0,80.0,66.66666666666666,100.0,100.0,100.0,100.0
T03,human,10,4.6,8,20.0,70.0,60.0,40.0,40.0,80.0,30.0,80.0,60.0
T04,human,10,4.666666666666667,8,10.0,88.88888888888889,77.77777777777779,44.44444444444444,22.22222222222222,66.66666666666666,55.55555555555556,66.66666666666666,44.44444444444444
T05,ai,30,7.4,8,66.66666666666666,96.66666666666667,100.0,76.66666666666667,76.66666666666667,100.0,93.33333333333333,100.0,96.66666666666667
T05,human,10,5.8,8,30.0,80.0,70.0,60.0,50.0,90.0,60.0,100.0,70.0
T06,human,10,5.0,8,10.0,80.0,70.0,40.0,40.0,70.0,50.0,80.0,70.0
T07,human,10,4.0,8,10.0,60.0,50.0,40.0,20.0,80.0,20.0,90.0,40.0
T08,human,10,4.1,8,10.0,60.0,60.0,40.0,40.0,60.0,30.0,60.0,60.0
T09,human,10,6.0,8,30.0,90.0,90.0,60.0,30.0,90.0,60.0,90.0,90.0
T10,ai,30,7.344827586206897,8,60.0,100.0,100.0,78.57142857142857,67.85714285714286,100.0,100.0,100.0,100.0
T10,human,10,6.6,8,20.0,100.0,100.0,70.0,50.0,80.0,60.0,100.0,100.0
T11,human,10,2.7,8,10.0,60.0,30.0,30.0,10.0,30.0,30.0,50.0,30.0
T12,ai,30,6.481481481481482,8,30.0,96.29629629629629,96.15384615384616,69.23076923076923,50.0,100.0,57.692307692307686,100.0,92.5925925925926
T12,human,10,4.4,8,10.0,80.0,60.0,20.0,20.0,70.0,60.0,80.0,50.0
