topic_id,source,n,mean_v_score,max_v_score,pct_valid_all_8,pct_pass_v1,pct_pass_v2,pct_pass_v3,pct_pass_v4,pct_pass_v5,pct_pass_v6,pct_pass_v7,pct_pass_v8
T01,human,10,4.3,8,20.0,70.0,60.0,40.0,20.0,70.0,40.0,70.0,60.0
T02,human,10,2.7777777777777777,8,20.0,55.55555555555556,33.33333333333333,22.22222222222222,22.22222222222222,33.33333333333333,22.22222222222222,55.55555555555556,33.33333333333333
T03,ai,30,3.857142857142857,8,10.0,32.142857142857146,28.57142857142857,21.428571428571427,10.714285714285714,82.14285714285714,82.14285714285714,100.0,28.57142857142857
T03,human,10,5.0,8,20.0,66.66666666666666,77.77777777777779,55.55555555555556,22.22222222222222,77.77777777777779,55.55555555555556,77.77777777777779,66.66666666666666
T04,human,10,4.6,8,20.0,80.0,70.0,50.0,30.0,60.0,40.0,70.0,60.0
T05,ai,30,2.966666666666667,8,10.0,20.0,16.666666666666664,10.0,10.0,66.66666666666666,60.0,96.66666666666667,16.666666666666664
T05,human,10,6.1,8,30.0,90.0,90.0,70.0,50.0,80.0,50.0,90.0,90.0
T06,human,10,4.9,8,10.0,80.0,70.0,40.0,40.0,80.0,40.0,80.0,60.0
T07,human,10,4.222222222222222,8,10.0,66.66666666666666,55.55555555555556,55.55555555555556,22.22222222222222,77.77777777777779,22.22222222222222,77.77777777777779,44.44444444444444
T08,human,10,3.4,8,10.0,70.0,44.44444444444444,33.33333333333333,33.33333333333333,44.44444444444444,22.22222222222222,60.0,50.0
T09,human,10,6.0,8,30.0,90.0,90.0,70.0,30.0,90.0,50.0,90.0,90.0
T10,ai,30,3.642857142857143,8,10.0,39.285714285714285,42.857142857142854,25.0,10.714285714285714,57.14285714285714,53.57142857142857,96.42857142857143,39.285714285714285
T10,human,10,6.3,8,20.0,100.0,90.0,60.0,40.0,90.0,60.0,100.0,90.0
T11,human,10,2.7777777777777777,8,10.0,55.55555555555556,33.33333333333333,22.22222222222222,11.11111111111111,33.33333333333333,33.33333333333333,55.55555555555556,33.33333333333333
T12,ai,30,3.1,8,3.3333333333333335,16.666666666666664,20.0,16.666666666666664,10.0,83.33333333333334,53.333333333333336,100.0,10.0
T12,human,10,4.333333333333333,8,20.0,77.77777777777779,66.66666666666666,44.44444444444444,22.22222222222222,66.66666666666666,55.55555555555556,55.55555555555556,44.44444444444444
